player_name,hometown,school_name,position,conference
Tucker Carter,"ALLEN, TX",UTSA,QB,Conference USA
Eric Soza,"BEEVILLE, TX",UTSA,QB,Conference USA
Marcellus Mack,"GIDDINGS, TX",UTSA,WR,Conference USA
Rileigh Davis,"SAN ANGELO, TX",UTSA,WR,Conference USA
Earon Holmes,"SAN ANTONIO, TX",UTSA,WR,Conference USA
Travis Menn,"SAN ANTONIO, TX",UTSA,QB,Conference USA
Josiah Monroe,"BASTROP, TX",UTSA,WR,Conference USA
John Simmons,"NEW BRAUNFELS, TX",UTSA,WR,Conference USA
Aron Taylor,"SAN ANTONIO, TX",UTSA,WR,Conference USA
Kenny Harrison,"LINDEN, TX",UTSA,WR,Conference USA
Sean Hesler,"MARION, TX",UTSA,WR,Conference USA
Cole Hicks,"BANDERA, TX",UTSA,WR,Conference USA
Kenny Bias,"SAN ANTONIO, TX",UTSA,WR,Conference USA
Brandon Freeman,"CAMERON, TX",UTSA,WR,Conference USA
Seth Grubb,"LA VERNIA, TX",UTSA,WR,Conference USA
Aaron Grubb,"LA VERNIA, TX",UTSA,WR,Conference USA
Miles Lerch,"HOUSTON, TX",UTSA,WR,Conference USA
Anthony Stephens,"GREENVILLE, SC",Army,WR,FBS Independents
Angel Santiago,"FONTANA, CA",Army,QB,FBS Independents
Ejay Tucker,"MORGANVILLE, NJ",Army,WR,FBS Independents
Cody Jackson,"SAN LORENZO, CA",Army,QB,FBS Independents
Scott Williams,"VILLA PARK, CA",Army,WR,FBS Independents
Matthew Kaufmann,"MCALLEN, TX",Army,QB,FBS Independents
A.J. Schurr,"LAKE BLUFF, IL",Army,QB,FBS Independents
Tevin Long,"RICHMOND, TX",Army,QB,FBS Independents
Brandon Carletti-Silva,"DUNCAN, OK",Army,QB,FBS Independents
DeAndre Bell,"PRAIRIE VIEW, TX",Army,WR,FBS Independents
Kelvin White,"ENOLA, PA",Army,QB,FBS Independents
Chevaughn Lawrence,"FAIRVIEW HEIGHTS, IL",Army,WR,FBS Independents
Jay Roberson,"INKSTER, MI",Army,WR,FBS Independents
Patrick Laird,"MONROE, NY",Army,WR,FBS Independents
Edgar Poe,"TUCSON, AZ",Army,WR,FBS Independents
Ross McDonald,"AVON, CT",Army,WR,FBS Independents
Zach Williams,"NEW BRAUNFELS, TX",Army,WR,FBS Independents
Justin Newman,"LAVEEN, AZ",Army,WR,FBS Independents
Xavier Moss,"HOUSTON, TX",Army,WR,FBS Independents
Andrew Ellerson,"WEST POINT, NY",Army,WR,FBS Independents
Mike Parros,"WALNUT CREEK, CA",Army,WR,FBS Independents
Michael McFadden,"HARVEST, AL",Army,WR,FBS Independents
Ross Apo,"ARLINGTON, TX",Brigham Young,WR,FBS Independents
Cody Hoffman,"CRESCENT CITY, CA",Brigham Young,WR,FBS Independents
Colby Pearson,"BLACKFOOT, ID",Brigham Young,WR,FBS Independents
Taysom Hill,"POCATELLO, ID",Brigham Young,QB,FBS Independents
Eric Thornton,"MERIDIAN, ID",Brigham Young,WR,FBS Independents
Christian Stewart,"OREM, UT",Brigham Young,QB,FBS Independents
Billy Green,"WOODWAY, WA",Brigham Young,QB,FBS Independents
Mitch Mathews,"BEAVERTON, OR",Brigham Young,WR,FBS Independents
Jason Munns,"KENNEWICK, WA",Brigham Young,QB,FBS Independents
JD Falslev,"SMITHFIELD, UT",Brigham Young,WR,FBS Independents
Kurt Henderson,"SAINT GEORGE, UT",Brigham Young,WR,FBS Independents
Ammon Olsen,"DRAPER, UT",Brigham Young,QB,FBS Independents
Skyler Ridley,"MURRIETA, CA",Brigham Young,WR,FBS Independents
Nephi Stevens,"AIEA, HI",Brigham Young,WR,FBS Independents
Luke Nelson,"ISSAQUAH, WA",Brigham Young,WR,FBS Independents
Chase Frei,"SANTA CLARA, UT",Brigham Young,WR,FBS Independents
David Kessler,"RANCHO CUCAMONGA, CA",Brigham Young,WR,FBS Independents
Benson Manwaring,"BOISE, ID",Brigham Young,WR,FBS Independents
Shad Pace,"YORBA LINDA, CA",Brigham Young,WR,FBS Independents
Marcus Mathews,"BEAVERTON, OR",Brigham Young,WR,FBS Independents
Travis Frey,"BOUNTIFUL, UT",Brigham Young,WR,FBS Independents
Mitchell Juergens,"HOUSTON, TX",Brigham Young,WR,FBS Independents
Dezmon Epps,"SACRAMENTO, CA",Idaho,WR,FBS Independents
Najee Lovett,"RICHMOND, CA",Idaho,WR,FBS Independents
Rueben Mwehla,"BELLEVUE, WA",Idaho,WR,FBS Independents
Austin DeCoud,"REDLANDS, CA",Idaho,QB,FBS Independents
Joshua McCain,"SAN JOSE, CA",Idaho,QB,FBS Independents
Matt Linehan,"ORCHARD LAKE, MI",Idaho,QB,FBS Independents
Chad Chalich,"COEUR D ALENE, ID",Idaho,QB,FBS Independents
Taylor Davis,"ANTHEM, AZ",Idaho,QB,FBS Independents
Trent Cowan,"CAMAS, WA",Idaho,WR,FBS Independents
Marquan Major,"LAS VEGAS, NV",Idaho,WR,FBS Independents
Chris Featherstone,"LOS ANGELES, CA",Idaho,WR,FBS Independents
Jordan Pastras,"POST FALLS, ID",Idaho,WR,FBS Independents
Tanner Kauffman,"MERIDIAN, ID",Idaho,WR,FBS Independents
Jacob Sannon,"BRADENTON, FL",Idaho,WR,FBS Independents
Jeavante Dunn,"EAGLE RIVER, AK",Idaho,WR,FBS Independents
Deon Watson,"COEUR D ALENE, ID",Idaho,WR,FBS Independents
Roman Runner,"OAKLEY, CA",Idaho,WR,FBS Independents
Maurice Trotter,"PHOENIX, AZ",Idaho,WR,FBS Independents
Max McIntosh,"LIVERMORE FALLS, ME",Idaho,WR,FBS Independents
Ralph Montalvo,"MIAMI, FL",Navy,QB,FBS Independents
Kody Akers,"RICHWOOD, OH",Navy,QB,FBS Independents
Nick Fabrizio,"VALRICO, FL",Navy,QB,FBS Independents
Will Worth,"VALRICO, FL",Navy,QB,FBS Independents
Kenneth Mouton,"NAPLES, FL",Navy,QB,FBS Independents
John Hendrick,"TAMPA, FL",Navy,QB,FBS Independents
Julian Turner,"WARRENSVILLE HEIGHTS, OH",Navy,WR,FBS Independents
Troy Thompson,"POWDER SPRINGS, GA",Navy,QB,FBS Independents
Tago Smith,"FAYETTEVILLE, GA",Navy,QB,FBS Independents
Keenan Reynolds,"ANTIOCH, TN",Navy,QB,FBS Independents
Bob Marshburn,"HOMER, GA",Navy,WR,FBS Independents
David Frechette,"ORANGE PARK, FL",Navy,WR,FBS Independents
Bryson Garcia,"RAMONA, CA",Navy,WR,FBS Independents
Hayden Maples,"RALEIGH, NC",Navy,WR,FBS Independents
Brendan Dudeck,"HAMILTON SQUARE, NJ",Navy,WR,FBS Independents
Devin Crayton,"HELOTES, TX",Navy,WR,FBS Independents
Marc Meier,"CHESAPEAKE, VA",Navy,WR,FBS Independents
Brantley Horton,"CLEVELAND, NC",Navy,WR,FBS Independents
Matt Aiken,"ROANOKE, VA",Navy,WR,FBS Independents
Jamir Tillman,"LAS VEGAS, NV",Navy,WR,FBS Independents
Shawn Lynch,"PELHAM, AL",Navy,WR,FBS Independents
Casey Bolena,"PHOENIX, AZ",Navy,WR,FBS Independents
Thomas Wilson,"BRANDENBURG, KY",Navy,WR,FBS Independents
Trey Fullilove,"BEDFORD, VA",Navy,WR,FBS Independents
Travaughn Colwell,"MANVEL, TX",New Mexico State,WR,FBS Independents
Gregory Hogan,"HOUSTON, TX",New Mexico State,WR,FBS Independents
King Davis III,"MESQUITE, TX",New Mexico State,QB,FBS Independents
Austin Franklin,"DALLAS, TX",New Mexico State,WR,FBS Independents
Joseph Matthews,"TUCSON, AZ",New Mexico State,WR,FBS Independents
Joshua Bowen,"ALBUQUERQUE, NM",New Mexico State,WR,FBS Independents
Adam Shapiro,"RIO RANCHO, NM",New Mexico State,WR,FBS Independents
Barry Coffman,"ALBUQUERQUE, NM",New Mexico State,QB,FBS Independents
Brennon Shay,"FARMINGTON, NM",New Mexico State,WR,FBS Independents
Jordan Bergstrom,"PORTLAND, OR",New Mexico State,WR,FBS Independents
Andrew McDonald,"NEWPORT BEACH, CA",New Mexico State,QB,FBS Independents
Justin Allen,"HOUSTON, TX",New Mexico State,WR,FBS Independents
Jerrel Brown,"INGLEWOOD, CA",New Mexico State,WR,FBS Independents
Brayden Price,"HOBBS, NM",New Mexico State,QB,FBS Independents
Xzavian Brandon,"DULUTH, GA",New Mexico State,WR,FBS Independents
James Ooten,"PERRIS, CA",New Mexico State,WR,FBS Independents
Teldrick Morgan,"HANOVER, MD",New Mexico State,WR,FBS Independents
Rayvean Moore,"TUCSON, AZ",New Mexico State,WR,FBS Independents
Prentavious Morehead,"DALLAS, TX",New Mexico State,WR,FBS Independents
Joe Cordova,"MARIETTA, GA",New Mexico State,WR,FBS Independents
Chris Brown,"HANAHAN, SC",Notre Dame,WR,FBS Independents
Everett Golson,"MYRTLE BEACH, SC",Notre Dame,QB,FBS Independents
Charlie Fiessinger,"MASON, OH",Notre Dame,QB,FBS Independents
TJ Jones,"ROSWELL, GA",Notre Dame,WR,FBS Independents
Malik Zaire,"KETTERING, OH",Notre Dame,QB,FBS Independents
DaVaris Daniels,"VERNON HILLS, IL",Notre Dame,WR,FBS Independents
Tommy Rees,"LAKE FOREST, IL",Notre Dame,QB,FBS Independents
Andrew Hendrix,"CINCINNATI, OH",Notre Dame,QB,FBS Independents
Will Cronin,"ELMHURST, IL",Notre Dame,QB,FBS Independents
Luke Massa,"CINCINNATI, OH",Notre Dame,WR,FBS Independents
William Fuller,"PHILADELPHIA, PA",Notre Dame,WR,FBS Independents
Torii Hunter Jr.,"PROSPER, TX",Notre Dame,WR,FBS Independents
James Onwualu,"SAINT PAUL, MN",Notre Dame,WR,FBS Independents
C.J. Prosise,"PETERSBURG, VA",Notre Dame,WR,FBS Independents
Eric Lee,"WEST DES MOINES, IA",Notre Dame,WR,FBS Independents
Nick Fitzpatrick,"MISHAWAKA, IN",Notre Dame,WR,FBS Independents
Josh Anderson,"CHATSWORTH, CA",Notre Dame,WR,FBS Independents
Omar Hunter,"HARLINGEN, TX",Notre Dame,WR,FBS Independents
Gerard Martinez,"LAS VEGAS, NV",Notre Dame,WR,FBS Independents
Buster Sheridan,"CHICAGO, IL",Notre Dame,WR,FBS Independents
Daniel Smith,"SOUTH BEND, IN",Notre Dame,WR,FBS Independents
Corey Robinson,"SAN ANTONIO, TX",Notre Dame,WR,FBS Independents
Jakwail Bailey,"HADDONFIELD, NJ",Old Dominion,WR,FBS Independents
Kirk Spellman,"CHESAPEAKE, VA",Old Dominion,WR,FBS Independents
Marquel Thomas,"VIRGINIA BEACH, VA",Old Dominion,WR,FBS Independents
Keshawn Henderson,"DALLAS, TX",Old Dominion,WR,FBS Independents
Antonio Vaughan,"AHOSKIE, NC",Old Dominion,WR,FBS Independents
Zach Pascal,"UPPER MARLBORO, MD",Old Dominion,WR,FBS Independents
Nick England,"SUWANEE, GA",Old Dominion,WR,FBS Independents
Blair Roberts,"ROCHESTER, NY",Old Dominion,WR,FBS Independents
Larry Pinkard,"WASHINGTON, DC",Old Dominion,WR,FBS Independents
David Washington,"RALEIGH, NC",Old Dominion,QB,FBS Independents
Colin McElroy,"ALPHARETTA, GA",Old Dominion,QB,FBS Independents
Shane McCarley,"MANVEL, TX",Old Dominion,QB,FBS Independents
Brennan Scott,"LANCASTER, PA",Old Dominion,QB,FBS Independents
Taylor Heinicke,"ATLANTA, GA",Old Dominion,QB,FBS Independents
Melvin Vaughn,"CHESAPEAKE, VA",Old Dominion,WR,FBS Independents
Brandon Allen,"MIDLOTHIAN, VA",Old Dominion,WR,FBS Independents
Kevin Privott,"AHOSKIE, NC",Old Dominion,WR,FBS Independents
Anthony Bonett,"MOORESTOWN, NJ",Old Dominion,WR,FBS Independents
Aquante Thornton,"CHESAPEAKE, VA",Old Dominion,WR,FBS Independents
Mykel Traylor-Bennett,"REYNOLDSBURG, OH",Akron,WR,Mid-American
L.T. Smith,"PAINESVILLE, OH",Akron,WR,Mid-American
Anthony Gotto,"TALLMADGE, OH",Akron,QB,Mid-American
Zach D'Orazio,"AVON LAKE, OH",Akron,WR,Mid-American
Imani Davis,"MIAMI, FL",Akron,WR,Mid-American
Tommy Woodson,"MONROEVILLE, PA",Akron,QB,Mid-American
Nick Bice,"DRESDEN, OH",Akron,WR,Mid-American
Nick Hirschman,"LOS GATOS, CA",Akron,QB,Mid-American
Kyle Pohl,"FARMERSVILLE, OH",Akron,QB,Mid-American
Wade Edwards,"SEFFNER, FL",Akron,WR,Mid-American
Dalton Easton,"KEY BISCAYNE, FL",Akron,QB,Mid-American
Drew Phillips,"BOAZ, AL",Akron,WR,Mid-American
Tyler Williams,"CINCINNATI, OH",Akron,WR,Mid-American
Fransohn Bickley,"AKRON, OH",Akron,WR,Mid-American
Keith Sconiers,"CALUMET PARK, IL",Akron,WR,Mid-American
Brady Berger,"CRESTON, OH",Akron,WR,Mid-American
Danny Seafler,"BRECKSVILLE, OH",Akron,WR,Mid-American
Josh Smith,"CINCINNATI, OH",Akron,WR,Mid-American
Andrew Pratt,"NORTH CANTON, OH",Akron,WR,Mid-American
Tyrell Goodman,"YONKERS, NY",Akron,WR,Mid-American
Austin Wolf,"LEBANON, OH",Akron,WR,Mid-American
Dee Frieson,"JACKSONVILLE, FL",Akron,WR,Mid-American
L.J. Chambers,"BEDFORD, OH",Akron,WR,Mid-American
Jerrod Dillard,"ADRIAN, MI",Akron,WR,Mid-American
Jamill Smith,--,Ball State,WR,Mid-American
Willie Snead,--,Ball State,WR,Mid-American
Kyle Kamman,--,Ball State,QB,Mid-American
Jordan Williams,--,Ball State,WR,Mid-American
Keith Wenning,--,Ball State,QB,Mid-American
Antonio Heard,--,Ball State,WR,Mid-American
Jack Milas,--,Ball State,QB,Mid-American
Cywettnie Brown,--,Ball State,WR,Mid-American
Ozzie Mann,--,Ball State,QB,Mid-American
Efe Scott-Emuakpor,--,Ball State,WR,Mid-American
Jamie Antonoglou,--,Ball State,WR,Mid-American
Quinton Daniels,--,Ball State,WR,Mid-American
KeVonn Mabon,--,Ball State,WR,Mid-American
Aaron Hepp,--,Ball State,WR,Mid-American
Stewart Turner,--,Ball State,WR,Mid-American
Chris Shillings,--,Ball State,WR,Mid-American
Connor Ryan,--,Ball State,WR,Mid-American
Shane Belle,--,Ball State,WR,Mid-American
Trey Gardner,--,Ball State,WR,Mid-American
Tim Manczko,--,Ball State,WR,Mid-American
Aaron Clay,--,Ball State,WR,Mid-American
Jacolby Owens,--,Ball State,WR,Mid-American
James Knapke,"FORT WAYNE, IN",Bowling Green,QB,Mid-American
Ronnie Moore,"SANFORD, FL",Bowling Green,WR,Mid-American
Chris Gallon,"ORLANDO, FL",Bowling Green,WR,Mid-American
Matt Schilz,"ARCADIA, CA",Bowling Green,QB,Mid-American
Herve Coby,"DELRAY BEACH, FL",Bowling Green,WR,Mid-American
Matt Johnson,"HARRISBURG, PA",Bowling Green,QB,Mid-American
Patrick Brown,"LIBERTY CENTER, OH",Bowling Green,QB,Mid-American
Gehrig Dieter,"SOUTH BEND, IN",Bowling Green,WR,Mid-American
Austin Valdez,"SYLVANIA, OH",Bowling Green,QB,Mid-American
Ryan Burbrink,"SHADY SIDE, MD",Bowling Green,WR,Mid-American
Nolan Dieter,"SOUTH BEND, IN",Bowling Green,QB,Mid-American
Teo Redding,"WARREN, MI",Bowling Green,WR,Mid-American
John Klingerman,"BLOOMINGVILLE, OH",Bowling Green,WR,Mid-American
Kevin Collins,"NEW ALBANY, OH",Bowling Green,WR,Mid-American
Trevor Roop,"CONVOY, OH",Bowling Green,WR,Mid-American
Jared Cohen,"CYPRESS, CA",Bowling Green,WR,Mid-American
Heath Jackson,"ADA, OH",Bowling Green,WR,Mid-American
Jermal Hosley,"HIGHLAND PARK, MI",Bowling Green,WR,Mid-American
Tony Daniel,"HIRAM, GA",Buffalo,QB,Mid-American
Collin Michael,"LEXINGTON, OH",Buffalo,QB,Mid-American
Marcus McGill,"ROCHESTER, NY",Buffalo,WR,Mid-American
Craig Slowik,"JOLIET, IL",Buffalo,QB,Mid-American
Jordan Shay,"ELMIRA, NY",Buffalo,WR,Mid-American
Cordero Dixon,"SUWANEE, GA",Buffalo,WR,Mid-American
Devon Hughes,"TYRONE, GA",Buffalo,WR,Mid-American
Alex Zordich,"YOUNGSTOWN, OH",Buffalo,QB,Mid-American
Joe Licata,"WILLIAMSVILLE, NY",Buffalo,QB,Mid-American
Fred Lee,"CHESTER, SC",Buffalo,WR,Mid-American
Alex Neutz,"GRAND ISLAND, NY",Buffalo,WR,Mid-American
John Dunmore,"SYRACUSE, NY",Buffalo,WR,Mid-American
Malcolm Robinson,"CANTON, OH",Buffalo,WR,Mid-American
Natey Adjei,"MISSISSAUGA, ON",Buffalo,WR,Mid-American
Jamarl Eiland,"CANTON, MI",Buffalo,WR,Mid-American
Ron Willoughby,"AVON LAKE, OH",Buffalo,WR,Mid-American
Boise Ross,"BETHLEHEM, PA",Buffalo,WR,Mid-American
Jacob Martinez,"SOUTHPORT, FL",Buffalo,WR,Mid-American
Alex Niznak,"ITHACA, MI",Central Michigan,QB,Mid-American
Mark Chapman,"PORT HURON, MI",Central Michigan,WR,Mid-American
Darrien Boone,"CHICAGO, IL",Central Michigan,QB,Mid-American
Cody Kater,"MONTAGUE, MI",Central Michigan,QB,Mid-American
Andrew Flory,"MIRAMAR, FL",Central Michigan,WR,Mid-American
Cooper Rush,"CHARLOTTE, MI",Central Michigan,QB,Mid-American
Eric Cooper,"FLINT, MI",Central Michigan,WR,Mid-American
Corey Willis,"HOLLAND, MI",Central Michigan,WR,Mid-American
Cortez Hardrick,--,Central Michigan,WR,Mid-American
Anthony Rice,"MISHAWAKA, IN",Central Michigan,WR,Mid-American
Jerry Harris,"DELRAY BEACH, FL",Central Michigan,WR,Mid-American
Defarrel Davis,"MELVINDALE, MI",Central Michigan,WR,Mid-American
Titus Davis,"WHEATON, IL",Central Michigan,WR,Mid-American
Courtney Williams,"MELVINDALE, MI",Central Michigan,WR,Mid-American
Ryan Hansen,"DEARBORN, MI",Central Michigan,WR,Mid-American
Connor Howard,"CARMEL, IN",Central Michigan,WR,Mid-American
Jesse Kroll,"ALGOMA, WI",Central Michigan,WR,Mid-American
Dustin Creel,"INDUSTRY, PA",Eastern Michigan,WR,Mid-American
Brogan Roback,"MAUMEE, OH",Eastern Michigan,QB,Mid-American
Brandon Bossard,"EAGLEVILLE, PA",Eastern Michigan,QB,Mid-American
Quincy Jones,"CLEVELAND, OH",Eastern Michigan,WR,Mid-American
Jay Jones,"PALM COAST, FL",Eastern Michigan,WR,Mid-American
Mark Iannotti,"SCHAUMBURG, IL",Eastern Michigan,QB,Mid-American
Tyler Allen,"LANSING, MI",Eastern Michigan,WR,Mid-American
Tyler Benz,"PARK RIDGE, IL",Eastern Michigan,QB,Mid-American
Reggie Bell,"LOS ANGELES, CA",Eastern Michigan,QB,Mid-American
Jacob King,"EAST CLEVELAND, OH",Eastern Michigan,WR,Mid-American
Julius Shelby,"BELLWOOD, IL",Eastern Michigan,WR,Mid-American
Donald Scott,"APOPKA, FL",Eastern Michigan,WR,Mid-American
Matt Brown,"DETROIT, MI",Eastern Michigan,WR,Mid-American
Austin Stone,"PALMYRA, VA",Eastern Michigan,WR,Mid-American
David Gibson,"CLEVELAND, OH",Eastern Michigan,WR,Mid-American
Jeff Walker,"AKRON, OH",Eastern Michigan,WR,Mid-American
Alex Long,"WEST BLOOMFIELD, MI",Eastern Michigan,WR,Mid-American
Chris Overton,"RICHMOND HEIGHTS, OH",Kent State,WR,Mid-American
Brett Maxie,"WESTLAKE, TX",Kent State,QB,Mid-American
Tyshon Goode,"SYRACUSE, NY",Kent State,WR,Mid-American
Chris Humphrey,"SOLON, OH",Kent State,WR,Mid-American
David Fisher,"OCEANSIDE, CA",Kent State,QB,Mid-American
Charles Chandler,"COLUMBUS, OH",Kent State,WR,Mid-American
Colin Reardon,"POLAND, OH",Kent State,QB,Mid-American
James Brooks,"GROVELAND, FL",Kent State,WR,Mid-American
Evan Shimensky,"KENT, OH",Kent State,WR,Mid-American
Tony Carroscia,"STOW, OH",Kent State,QB,Mid-American
Jack Williams,"MOSCOW, PA",Kent State,QB,Mid-American
Joe Ziccardi,"CHESTERLAND, OH",Kent State,WR,Mid-American
Nathan Strock,"ZANESVILLE, OH",Kent State,QB,Mid-American
William Woods,"CLEVELAND, OH",Kent State,WR,Mid-American
Josh Boyle,"VENICE, FL",Kent State,WR,Mid-American
Ernest Calhoun,"AKRON, OH",Kent State,WR,Mid-American
Demetrius Walton,"ELYRIA, OH",Kent State,WR,Mid-American
Kris White,"CLERMONT, FL",Kent State,WR,Mid-American
Nick Holley,"TOLEDO, OH",Kent State,WR,Mid-American
Tajae Sharpe,"PISCATAWAY, NJ",Massachusetts,WR,Mid-American
Shakur Nesmith,"PHILADELPHIA, PA",Massachusetts,WR,Mid-American
Ryan Jacobucci,"MIDDLETOWN, CT",Massachusetts,WR,Mid-American
Mark Johnson,"MORGANTOWN, WV",Massachusetts,QB,Mid-American
Mike Wegzyn,"KNOXVILLE, TN",Massachusetts,QB,Mid-American
Todd Stafford,"RIVERSIDE, CT",Massachusetts,QB,Mid-American
Dalvin Battle,"FORT MYERS, FL",Massachusetts,WR,Mid-American
A.J. Doyle,"LAKEVILLE, MA",Massachusetts,QB,Mid-American
Elgin Long,"ARLINGTON, TX",Massachusetts,WR,Mid-American
Matthew Quinn,"SEEKONK, MA",Massachusetts,QB,Mid-American
Connor Lemieux,"FITCHBURG, MA",Massachusetts,WR,Mid-American
Michael Rapoza,"NEW BEDFORD, MA",Massachusetts,WR,Mid-American
Iric Harris,"WOODBRIDGE, VA",Massachusetts,WR,Mid-American
Rodney Mills,"GAINESVILLE, FL",Massachusetts,WR,Mid-American
Dillon Tighe,"GAMBRILLS, MD",Massachusetts,WR,Mid-American
Kevin Lovaincy,"CAMBRIDGE, MA",Massachusetts,WR,Mid-American
D.J. Woods,"CORAL SPRINGS, FL",Massachusetts,WR,Mid-American
E.J. Burston,"BRADENTON, FL",Massachusetts,WR,Mid-American
Shaquille Harris,"PALMETTO, FL",Massachusetts,WR,Mid-American
Bernard Davis,"LAKE WORTH, FL",Massachusetts,WR,Mid-American
Derek Beck,"BRIDGEWATER, NJ",Massachusetts,WR,Mid-American
Allen Veazie,"HOUSTON, TX",Miami (OH),WR,Mid-American
Rokeem Williams,"WILLISTON, SC",Miami (OH),WR,Mid-American
Drew Kummer,"CINCINNATI, OH",Miami (OH),QB,Mid-American
Steve Slocum,"PERRYSBURG, OH",Miami (OH),QB,Mid-American
Sam Shisso,"CHARLOTTE, NC",Miami (OH),WR,Mid-American
Austin Gearing,"FRANKLIN, OH",Miami (OH),QB,Mid-American
Kevin Johnson,"CINCINNATI, OH",Miami (OH),WR,Mid-American
Austin Boucher,"KETTERING, OH",Miami (OH),QB,Mid-American
Fred McRae,"MIAMI, FL",Miami (OH),WR,Mid-American
Tom Tupa,"BRECKSVILLE, OH",Miami (OH),QB,Mid-American
Austin Green,"KANSAS CITY, MO",Miami (OH),WR,Mid-American
Dawan Scott,"COLUMBIA, SC",Miami (OH),WR,Mid-American
David Frazier,"COLUMBIA, SC",Miami (OH),WR,Mid-American
Airion Kosak,"VANDALIA, OH",Miami (OH),WR,Mid-American
Austin Feinberg,"NORTH CANTON, OH",Miami (OH),WR,Mid-American
Alvonta Jenkins,"CAMDEN, SC",Miami (OH),WR,Mid-American
Jared Murphy,"COLUMBIA CITY, IN",Miami (OH),WR,Mid-American
Da'Ron Brown,"CHICAGO, IL",Northern Illinois,WR,Mid-American
Jordan Lynch,"CHICAGO, IL",Northern Illinois,QB,Mid-American
Matt McIntosh,"EVANSVILLE, IN",Northern Illinois,QB,Mid-American
Tommylee Lewis,"RIVIERA BEACH, FL",Northern Illinois,WR,Mid-American
Juwan Brescacin,--,Northern Illinois,WR,Mid-American
Drew Hare,"O FALLON, MO",Northern Illinois,QB,Mid-American
Aregeros Turner,"COPLEY, OH",Northern Illinois,WR,Mid-American
Terrance Roby,"ROCKFORD, IL",Northern Illinois,WR,Mid-American
Nick Cieslak,"OCONOMOWOC, WI",Northern Illinois,QB,Mid-American
Anthony Maddie,"PLAINFIELD, IL",Northern Illinois,QB,Mid-American
Matt Williams,"GENEVA, IL",Northern Illinois,WR,Mid-American
Johnny Eagan,"WAUTOMA, WI",Northern Illinois,WR,Mid-American
Octavio Renteria,"CHICAGO, IL",Northern Illinois,QB,Mid-American
Mike Cornely,"WHEELING, IL",Northern Illinois,WR,Mid-American
Clayton Glasper,"PEORIA, IL",Northern Illinois,WR,Mid-American
Chad Beebe,"AURORA, IL",Northern Illinois,WR,Mid-American
Angelo Sebastiano,"COCONUT CREEK, FL",Northern Illinois,WR,Mid-American
Jacob Brinlee,"LAKE ZURICH, IL",Northern Illinois,WR,Mid-American
Malik Mitchell,"ALPHARETTA, GA",Northern Illinois,WR,Mid-American
Blake Holder,"STREAMWOOD, IL",Northern Illinois,WR,Mid-American
Skylar Schwarzel,"ATHENS, OH",Ohio,WR,Mid-American
Donte Foster,"GUTHRIE, OK",Ohio,WR,Mid-American
Tyler Tettleton,"NORMAN, OK",Ohio,QB,Mid-American
Malik Rodriguez,"BROOKLYN, NY",Ohio,WR,Mid-American
Sebastian Smith,"COLUMBUS, OH",Ohio,WR,Mid-American
Chase Cochran,"LEBANON, OH",Ohio,WR,Mid-American
Dylan Leffingwell,"VINCENT, OH",Ohio,QB,Mid-American
Cedric Brown,"MARTINSBURG, WV",Ohio,WR,Mid-American
Jordan Reid,"STONE MOUNTAIN, GA",Ohio,WR,Mid-American
Ian Dixon,"ATHENS, OH",Ohio,WR,Mid-American
Greg Windham,"TAMPA, FL",Ohio,QB,Mid-American
Derrius Vick,"LINCOLN, NE",Ohio,QB,Mid-American
Justin Wyatt,"LAWRENCEVILLE, GA",Ohio,WR,Mid-American
JD Sprague,"CINCINNATI, OH",Ohio,QB,Mid-American
Mario Dovell,"COLUMBUS, OH",Ohio,WR,Mid-American
Jake Johnson,"SPRINGBORO, OH",Ohio,WR,Mid-American
Jerrid Marhefka,"SAINT CLAIRSVILLE, OH",Ohio,WR,Mid-American
Max Corcoran,"CHILLICOTHE, OH",Ohio,WR,Mid-American
Randy Stites,"WEST CARROLLTON, OH",Ohio,WR,Mid-American
Matt Waters,"COUNCIL BLUFFS, IA",Ohio,WR,Mid-American
Kawmae Sawyer,"CLEVELAND, OH",Ohio,WR,Mid-American
Brendan Cope,"WARREN, OH",Ohio,WR,Mid-American
Landon Smith,"GIRARD, OH",Ohio,WR,Mid-American
Bernard Reedy,--,Toledo,WR,Mid-American
Terrance Owens,"CLEVELAND, OH",Toledo,QB,Mid-American
Corey Jones,"PITTSBURGH, PA",Toledo,WR,Mid-American
Michael Julian,"HILTON HEAD ISLAND, SC",Toledo,QB,Mid-American
Brian Blackburn,"DETROIT, MI",Toledo,QB,Mid-American
James Green,"MIAMI, FL",Toledo,WR,Mid-American
Alonzo Russell,"WASHINGTON, DC",Toledo,WR,Mid-American
Logan Woodside,"FRANKFORT, KY",Toledo,QB,Mid-American
D.J. Larkins,"MADISON HEIGHTS, MI",Toledo,WR,Mid-American
Rodney Adams,--,Toledo,WR,Mid-American
Justin Olack,"MASSILLON, OH",Toledo,WR,Mid-American
Ryan Casey,"KENOSHA, WI",Toledo,QB,Mid-American
Darryl Richards,"CHAGRIN FALLS, OH",Toledo,WR,Mid-American
Dwight Macon,"STEUBENVILLE, OH",Toledo,WR,Mid-American
Cassius McDowell,"DEERFIELD BEACH, FL",Toledo,WR,Mid-American
Kyle Levere,"SEVERN, MD",Toledo,WR,Mid-American
Crissean Caver,"CUYAHOGA FALLS, OH",Toledo,WR,Mid-American
